,release_date,movie,production_budget,Domestic_Gross_($),Worldwide_Gross_($),distributor,mpaa_rating,genre,year
2812,2011-10-21,Paranormal Activity 3,5000000.0,104028807.0,202053386.0,Paramount Pictures,R,Horror,2011
2813,2005-10-28,Saw II,5000000.0,87025093.0,152925093.0,Lionsgate,R,Horror,2005
2814,2013-09-13,Insidious Chapter 2,5000000.0,83586447.0,161921515.0,FilmDistrict,PG-13,Horror,2013
2815,2016-07-22,Lights Out,5000000.0,67268835.0,148868835.0,Warner Bros.,PG-13,Horror,2016
2816,2002-10-25,Jackass: The Movie,5000000.0,64282312.0,79282312.0,Paramount Pictures,R,Comedy,2002
2817,2017-10-13,Happy Death Day,5000000.0,55683845.0,125013000.0,Universal,PG-13,Horror,2017
2818,2012-10-19,Paranormal Activity 4,5000000.0,53900335.0,140619520.0,Paramount Pictures,R,Horror,2012
2819,2014-10-24,Ouija,5000000.0,50856010.0,103300632.0,Universal,PG-13,Horror,2014
2820,2013-08-30,No se Aceptan Devoluciones,5000000.0,44467206.0,100486616.0,Lionsgate,PG-13,Comedy,2013
2821,1975-05-16,The Return of the Pink Panther,5000000.0,41833347.0,41833347.0,MGM,,Comedy,1975
2822,2003-12-24,Monster,5000000.0,34469210.0,64240813.0,Newmarket Films,R,Drama,2003
2823,1954-12-23,"20,000 Leagues Under the Sea",5000000.0,28200000.0,28200000.0,Walt Disney,G,Adventure,1954
2824,2014-04-11,Oculus,5000000.0,27695246.0,44115496.0,Relativity,R,Horror,2014
2825,2013-11-01,Dallas Buyers Club,5000000.0,27298285.0,60611845.0,Focus Features,R,Drama,2013
2826,2015-02-27,The Lazarus Effect,5000000.0,25801570.0,35341814.0,Lionsgate,PG-13,Horror,2015
2827,2001-03-16,Memento,5000000.0,25544867.0,39723096.0,Newmarket Films,R,Drama,2001
2828,2011-08-26,Our Idiot Brother,5000000.0,24814830.0,25861249.0,Weinstein Co.,R,Comedy,2011
2829,2006-07-21,Clerks II,5000000.0,24148068.0,27342246.0,MGM,R,Comedy,2006
2830,1998-04-08,The Players Club,5000000.0,23047939.0,23047939.0,New Line,R,Drama,1998
2831,2000-10-13,Billy Elliot,5000000.0,21995263.0,109263464.0,Focus Features,PG-13,Drama,2000
2832,2013-07-05,The Way Way Back,5000000.0,21502690.0,26853810.0,Fox Searchlight,PG-13,Comedy,2013
2833,2016-04-01,God’s Not Dead 2,5000000.0,20773069.0,23562057.0,Pure Flix Entertain…,PG,Drama,2016
2834,1997-12-17,The Apostle,5000000.0,20733485.0,21277770.0,October Films,PG-13,Drama,1997
2835,1982-11-03,The Man From Snowy River,5000000.0,20659423.0,20659423.0,20th Century Fox,,Drama,1982
2836,1991-10-23,House Party 2,5000000.0,19438638.0,19438638.0,New Line,R,Comedy,1991
2837,1999-03-26,Doug's 1st Movie,5000000.0,19421271.0,19421271.0,Walt Disney,G,Adventure,1999
2838,1981-09-18,Mommie Dearest,5000000.0,19032000.0,25032000.0,Paramount Pictures,,Drama,1981
2839,2015-01-16,Still Alice,5000000.0,18656400.0,41699612.0,Sony Pictures Classics,PG-13,Drama,2015
2840,2018-03-23,"Paul, Apostle of Christ",5000000.0,17547999.0,23389835.0,Sony Pictures,PG-13,Drama,2018
2841,2014-10-10,Addicted,5000000.0,17390770.0,17499242.0,Lionsgate,R,Drama,2014
2842,2001-08-31,O (Othello),5000000.0,16017403.0,16017403.0,Lionsgate,R,Drama,2001
2843,1997-11-07,Eve's Bayou,5000000.0,14843425.0,14843425.0,Trimark,R,Drama,1997
2844,1981-04-10,Nighthawks,5000000.0,14600000.0,19600000.0,Universal,,Action,1981
2845,2017-06-09,It Comes at Night,5000000.0,13985117.0,19720203.0,A24,R,Horror,2017
2846,2002-03-15,Y Tu Mamá También,5000000.0,13649881.0,33649881.0,IFC Films,R,Drama,2002
2847,2004-09-24,Shaun of the Dead,5000000.0,13542874.0,30332385.0,Focus/Rogue Pictures,R,Comedy,2004
2848,1996-06-21,Lone Star,5000000.0,12961389.0,12961389.0,Sony Pictures Classics,R,Drama,1996
2849,1986-03-27,April Fool's Day,5000000.0,12947763.0,12947763.0,Paramount Pictures,,Horror,1986
2850,1982-04-02,Diner,5000000.0,12592907.0,12592907.0,MGM,,Comedy,1982
2851,2017-03-03,Before I Fall,5000000.0,12241072.0,18945682.0,Open Road,PG-13,Drama,2017
2852,1983-04-15,Lone Wolf McQuade,5000000.0,12232628.0,12232628.0,Orion Pictures,,Action,1983
2853,2009-03-13,Sunshine Cleaning,5000000.0,12062558.0,17329337.0,Overture Films,R,Comedy,2009
2854,2016-01-29,Fifty Shades of Black,5000000.0,11686940.0,22113075.0,Open Road,R,Comedy,2016
2855,1982-08-20,The Beastmaster,5000000.0,10751126.0,10751126.0,MGM,,Action,1982
2856,2009-01-09,Not Easily Broken,5000000.0,10572742.0,10732909.0,Sony Pictures,PG-13,Drama,2009
2857,2014-05-09,Moms’ Night Out,5000000.0,10429707.0,10537341.0,Sony Pictures,PG,Adventure,2014
2858,2017-03-17,The Belko Experiment,5000000.0,10166820.0,10803839.0,BH Tilt,R,Horror,2017
2859,2000-10-06,Digimon: The Movie,5000000.0,9628751.0,16628751.0,20th Century Fox,PG,Adventure,2000
2860,2004-05-28,Saved!,5000000.0,8886160.0,10206551.0,MGM,PG-13,Comedy,2004
2861,2003-05-09,Les invasions barbares,5000000.0,8460000.0,25913869.0,Miramax,R,Drama,2003
2862,1978-12-22,Force 10 from Navarone,5000000.0,7100000.0,7100000.0,American Internatio…,,Action,1978
2863,2001-04-27,The Forsaken,5000000.0,6755271.0,6755271.0,Sony Pictures,R,Horror,2001
2864,1989-07-21,UHF,5000000.0,6157157.0,6157157.0,,,Comedy,1989
2865,2006-01-06,Grandma’s Boy,5000000.0,6090172.0,6590172.0,20th Century Fox,R,Comedy,2006
2866,1998-08-14,Slums of Beverly Hills,5000000.0,5502773.0,5502773.0,Fox Searchlight,R,Comedy,1998
2867,2001-07-13,Made,5000000.0,5308707.0,5476060.0,Artisan,R,Comedy,2001
2868,2015-09-11,90 Minutes in Heaven,5000000.0,4816142.0,4816142.0,Samuel Goldwyn Films,PG-13,Drama,2015
2869,2006-05-12,Keeping Up with the Steins,5000000.0,4339241.0,4414753.0,Miramax,PG-13,Comedy,2006
2870,1997-10-10,The Sweet Hereafter,5000000.0,4306697.0,7951247.0,Fine Line,R,Drama,1997
2871,2008-08-06,Bottle Shock,5000000.0,4078607.0,4815890.0,Freestyle Releasing,PG-13,Drama,2008
2872,2011-02-25,Des Hommes et Des Dieux,5000000.0,3954651.0,46263525.0,Sony Pictures Classics,PG-13,Drama,2011
2873,1982-08-27,Jekyll and Hyde... Together Again,5000000.0,3707583.0,3707583.0,Universal,,Comedy,1982
2874,2017-03-03,Table 19,5000000.0,3614896.0,4620399.0,Fox Searchlight,PG-13,Comedy,2017
2875,2016-04-15,Green Room,5000000.0,3220371.0,3807503.0,A24,R,Horror,2016
2876,1994-11-16,Heavenly Creatures,5000000.0,3046086.0,5438120.0,Miramax,R,Drama,1994
2877,2011-05-13,Everything Must Go,5000000.0,2712131.0,2821010.0,Roadside Attractions,PG,Drama,2011
2878,2010-12-17,Rabbit Hole,5000000.0,2229058.0,6205034.0,Lionsgate,PG-13,Drama,2010
2879,2016-12-28,Paterson,5000000.0,2141423.0,10761547.0,Bleecker Street,R,Comedy,2016
2880,1998-01-30,Zero Effect,5000000.0,2080693.0,2080693.0,Sony Pictures,R,Comedy,1998
2881,2014-09-12,Atlas Shrugged: Who Is John Galt?,5000000.0,851690.0,851690.0,Atlas Distribution,PG-13,Drama,2014
2882,2003-08-29,Party Monster,5000000.0,742898.0,894030.0,ContentFilm,R,Comedy,2003
2883,1996-02-21,Bottle Rocket,5000000.0,407488.0,407488.0,Sony Pictures,R,Action,1996
2884,2013-08-16,Ain't Them Bodies Saints,5000000.0,391611.0,1075009.0,IFC Films,R,Drama,2013
2885,1997-01-17,Albino Alligator,5000000.0,353480.0,353480.0,Miramax,R,Drama,1997
2886,2014-09-26,Jimi: All is By My Side,5000000.0,340911.0,927074.0,XLrator Media,R,Drama,2014
2887,2010-09-10,"Lovely, Still",5000000.0,127564.0,282687.0,Monterey Media,PG,Drama,2010
2888,2007-11-16,Redacted,5000000.0,65388.0,861325.0,Magnolia Pictures,R,Drama,2007
2889,2014-10-17,Rudderless,5000000.0,56001.0,567219.0,Samuel Goldwyn Films,R,Drama,2014
2890,2009-08-14,Grace,5000000.0,8297.0,8297.0,Anchor Bay Entertai…,R,Horror,2009
2891,2016-09-02,Yoga Hosers,5000000.0,0.0,2199.0,Invincible Pictures,PG-13,Adventure,2016
2892,2014-11-21,Reach Me,5000000.0,0.0,0.0,Alchemy,R,Drama,2014
2893,2014-08-18,Henry & Me,5000000.0,0.0,0.0,Distrib Films,PG,Adventure,2014
2894,2015-01-23,Mommy,4900000.0,3498695.0,17536004.0,Roadside Attractions,R,Drama,2015
2895,1996-11-20,Sling Blade,4833610.0,24475416.0,34175000.0,Miramax,R,Drama,1996
2896,2006-01-06,Hostel,4800000.0,47326473.0,82241110.0,Lionsgate,R,Horror,2006
2897,2011-09-30,Take Shelter,4750000.0,1728953.0,4972016.0,Sony Pictures Classics,R,Drama,2011
2898,1986-08-22,The Texas Chainsaw Massacre 2,4700000.0,8025872.0,8025872.0,Cannon,,Horror,1986
2899,1988-04-22,Lady in White,4700000.0,1705139.0,1705139.0,New Century Vista F…,,Horror,1988
2900,2005-03-04,Dear Frankie,4600000.0,1340891.0,3099369.0,Miramax,PG-13,Drama,2005
2901,2004-12-29,The Assassination of Richard Nixon,4600000.0,708776.0,4880143.0,ThinkFilm,R,Drama,2004
2902,2011-06-24,Le nom des gens,4600000.0,514237.0,9261711.0,Music Box Films,R,Comedy,2011
2903,1984-03-23,Police Academy,4500000.0,81198894.0,81198894.0,Warner Bros.,R,Comedy,1984
2904,1980-06-20,The Blue Lagoon,4500000.0,47923795.0,47923795.0,Universal,R,Drama,1980
2905,1982-08-13,Fast Times at Ridgemont High,4500000.0,27092880.0,27092880.0,Universal,,Comedy,1982
2906,1996-09-28,Secrets & Lies,4500000.0,13417292.0,13417292.0,October Films,R,Drama,1996
2907,2002-12-19,25th Hour,4500000.0,13084595.0,25344490.0,Walt Disney,R,Drama,2002
2908,1985-09-13,After Hours,4500000.0,10609321.0,10609321.0,Warner Bros.,,Comedy,1985
2909,2008-10-24,Låt den rätte komma in,4500000.0,2122085.0,12247682.0,Magnolia Pictures,R,Horror,2008
2910,1999-02-12,Tango,4500000.0,1687311.0,5428387.0,Sony Pictures Classics,PG-13,Drama,1999
2911,1986-04-23,Salvador,4500000.0,1500000.0,1500000.0,Hemdale,,Drama,1986
2912,2001-10-26,Donnie Darko,4500000.0,1480006.0,7510877.0,Newmarket Films,R,Drama,2001
2913,2011-09-02,Salvando al Soldado Perez,4500000.0,1400726.0,9330465.0,Lionsgate,PG-13,Action,2011
2914,1998-03-27,Karakter,4500000.0,713413.0,713413.0,Sony Pictures Classics,R,Drama,1998
2915,2011-10-07,Blackthorn,4500000.0,200558.0,1217307.0,Magnolia Pictures,R,Adventure,2011
2916,2015-05-08,Maggie,4500000.0,187112.0,664346.0,Roadside Attractions,PG-13,Drama,2015
2917,2003-04-18,Lilja 4-ever,4500000.0,181655.0,4556982.0,Newmarket Films,R,Drama,2003
2918,2010-04-09,After.Life,4500000.0,108596.0,2481925.0,,R,Horror,2010
2919,2013-03-01,The Sweeney,4500000.0,26345.0,8000366.0,Entertainment One,R,Action,2013
2920,2014-09-04,Falcon Rising,4500000.0,11774.0,11774.0,Freestyle Releasing,R,Adventure,2014
2921,2017-12-01,Daisy Winters,4500000.0,0.0,0.0,Hannover House,PG-13,Drama,2017
2922,1975-11-19,One Flew Over the Cuckoo's Nest,4400000.0,108981275.0,108997629.0,MGM,R,Drama,1975
2923,1976-06-25,Silent Movie,4400000.0,36145695.0,36145695.0,20th Century Fox,,Comedy,1976
2924,2003-06-06,Whale Rider,4300000.0,20779666.0,39374600.0,Newmarket Films,PG-13,Drama,2003
2925,2001-06-13,Sexy Beast,4300000.0,6946056.0,10158355.0,Fox Searchlight,R,Drama,2001
2926,1990-10-19,Night of the Living Dead,4200000.0,5835247.0,5835247.0,Sony Pictures,R,Horror,1990
2927,2010-08-13,Animal Kingdom,4200000.0,1044039.0,8078683.0,Sony Pictures Classics,R,Drama,2010
2928,2011-10-21,Cargo,4200000.0,0.0,313230.0,Persona Films,R,Drama,2011
2929,1998-03-06,Love and Death on Long Island,4030000.0,2542264.0,2542264.0,Lionsgate,PG-13,Drama,1998
2930,1982-03-19,Porky's,4000000.0,109492484.0,109492484.0,20th Century Fox,R,Comedy,1982
2931,1953-02-05,Peter Pan,4000000.0,87400000.0,87400000.0,RKO Radio Pictures,PG,Adventure,1953
2932,1992-11-25,The Crying Game,4000000.0,62546695.0,62546695.0,Miramax,R,Drama,1992
2933,2003-09-12,Lost in Translation,4000000.0,44585453.0,117085297.0,Focus Features,R,Drama,2003
2934,1977-04-20,Annie Hall,4000000.0,38251425.0,38251425.0,United Artists,,Comedy,1977
2935,1995-10-27,Leaving Las Vegas,4000000.0,31983777.0,49800000.0,MGM,R,Drama,1995
2936,2001-12-26,Monster's Ball,4000000.0,31273922.0,43766463.0,Lionsgate,R,Drama,2001
2937,2014-07-11,Boyhood,4000000.0,25379975.0,57273049.0,IFC Films,R,Drama,2014
2938,2010-07-09,The Kids Are All Right,4000000.0,20811365.0,36275469.0,Focus Features,R,Comedy,2010
2939,1979-08-17,Life of Brian,4000000.0,20008693.0,20008693.0,Warner Bros.,R,Comedy,1979
2940,2014-04-18,A Haunted House 2,4000000.0,17329487.0,21206861.0,Open Road,R,Comedy,2014
2941,2013-03-01,The Last Exorcism Part II,4000000.0,15179303.0,25448707.0,CBS Films,PG-13,Horror,2013
2942,1974-12-17,The Front Page,4000000.0,15000000.0,15000000.0,Universal,,Comedy,1974
2943,1985-08-16,The Return of the Living Dead,4000000.0,14237880.0,14237880.0,Orion Pictures,R,Horror,1985
2944,2000-08-04,Saving Grace,4000000.0,12178602.0,27786849.0,Fine Line,R,Comedy,2000
2945,1963-08-08,The Great Escape,4000000.0,11744471.0,11744471.0,MGM,,Drama,1963
2946,2016-05-13,The Darkness,4000000.0,10753574.0,10898293.0,High Top Releasing,PG-13,Horror,2016
2947,2001-11-14,The Wash,4000000.0,10097096.0,10097096.0,Lionsgate,R,Comedy,2001
2948,2000-03-01,3 Strikes,4000000.0,9821335.0,9821335.0,MGM,R,Comedy,2000
2949,2008-04-11,The Visitor,4000000.0,9427026.0,19174817.0,Overture Films,PG-13,Comedy,2008
2950,2003-11-26,The Cooler,4000000.0,8291572.0,11131455.0,Lionsgate,R,Drama,2003
2951,2006-08-04,The Night Listener,4000000.0,7836393.0,10770993.0,Miramax,R,Drama,2006
2952,1995-02-03,The Jerky Boys,4000000.0,7555256.0,7555256.0,Walt Disney,R,Comedy,1995
2953,2007-12-28,El orfanato,4000000.0,7159147.0,79250193.0,Picturehouse,R,Horror,2007
2954,2007-05-25,Bug,4000000.0,7006708.0,8302995.0,Lionsgate,R,Drama,2007
2955,2006-11-17,Let's Go to Prison,4000000.0,4630045.0,4630045.0,Universal,R,Comedy,2006
2956,1995-12-25,Four Rooms,4000000.0,4301000.0,4301000.0,Miramax,R,Comedy,1995
2957,2002-09-20,Secretary,4000000.0,4046737.0,9413956.0,Lionsgate,R,Drama,2002
2958,1988-12-01,Talk Radio,4000000.0,3468572.0,3468572.0,Universal,,Drama,1988
2959,1997-01-31,Waiting for Guffman,4000000.0,2922988.0,2922988.0,Sony Pictures Classics,R,Comedy,1997
2960,1999-09-10,Love Stinks,4000000.0,2793776.0,2793776.0,Independent Artists,R,Comedy,1999
2961,2005-09-16,Thumbsucker,4000000.0,1328679.0,1919197.0,Sony Pictures Classics,R,Comedy,2005
2962,2011-09-23,Red State,4000000.0,1065429.0,1983596.0,Smodshow Productions,R,Horror,2011
2963,2005-09-30,MirrorMask,4000000.0,864959.0,973613.0,Samuel Goldwyn Films,PG,Drama,2005
2964,2003-02-28,Poolhall Junkies,4000000.0,563711.0,563711.0,Gold Circle Films,R,Drama,2003
2965,2014-03-07,The Face of Love,4000000.0,385069.0,1158877.0,IFC Films,PG-13,Drama,2014
2966,2014-04-11,Joe,4000000.0,373375.0,373375.0,Roadside Attractions,R,Drama,2014
2967,1988-03-04,Prison,4000000.0,354704.0,354704.0,Empire Pictures,,Horror,1988
2968,2009-05-08,Adoration,4000000.0,294244.0,384244.0,Sony Pictures Classics,R,Drama,2009
2969,2000-01-28,The Big Tease,4000000.0,185577.0,185577.0,Warner Bros.,R,Comedy,2000
2970,2015-04-10,Desert Dancer,4000000.0,155271.0,338109.0,Relativity,PG-13,Drama,2015
2971,2015-01-30,"Guten Tag, Ramon",4000000.0,154356.0,4854356.0,20th Century Fox,PG-13,Drama,2015
2972,2015-06-19,Manglehorn,4000000.0,132270.0,797439.0,IFC Films,PG-13,Drama,2015
2973,2010-04-02,Tau ming chong,4000000.0,129078.0,38899792.0,,R,Action,2010
2974,2010-04-02,Tau ming chong,4000000.0,129078.0,38899792.0,,R,Action,2010
2975,2011-04-01,Trust,4000000.0,120016.0,120016.0,Alchemy,R,Drama,2011
2976,2000-12-22,An Everlasting Piece,4000000.0,75078.0,75078.0,Dreamworks SKG,R,Comedy,2000
2977,2011-04-22,Stake Land,4000000.0,33245.0,679482.0,IFC Films,R,Horror,2011
2978,2002-12-27,Sonny,4000000.0,17639.0,17639.0,,R,Drama,2002
2979,2011-11-18,Another Happy Day,4000000.0,9120.0,978527.0,Phase 4 Films,R,Drama,2011
2980,2012-06-01,The Loved Ones,4000000.0,0.0,12302.0,Paramount Pictures,R,Horror,2012
2981,2014-07-11,The Perfect Wave,4000000.0,0.0,0.0,,PG,Drama,2014
2982,1939-12-15,Gone with the Wind,3900000.0,198680470.0,390525192.0,MGM,G,Drama,1939
2983,1976-01-01,Network,3800000.0,23689877.0,23689877.0,MGM,,Drama,1976
2984,2011-01-14,Down for Life,3800000.0,41914.0,41914.0,B.D. Fox Independent,R,Drama,2011
2985,2010-04-30,The Good Heart,3800000.0,20930.0,340930.0,Magnolia Pictures,R,Drama,2010
2986,2018-10-05,Hevi reissu,3800000.0,9079.0,9079.0,Music Box Films,,Comedy,2018
2987,2006-08-11,Casa de Areia,3750000.0,539285.0,1178175.0,Sony Pictures Classics,R,Drama,2006
2988,2010-02-19,Defendor,3750000.0,44462.0,44462.0,,R,Drama,2010
2989,2006-11-21,The History Boys,3700000.0,2730296.0,13447998.0,Fox Searchlight,R,Comedy,2006
2990,1980-07-04,Airplane!,3500000.0,83453539.0,83453539.0,Paramount Pictures,PG,Comedy,1980
2991,1997-08-13,The Full Monty,3500000.0,45950122.0,261249383.0,Fox Searchlight,R,Comedy,1997
2992,1993-05-26,Menace II Society,3500000.0,27731527.0,27731527.0,New Line,R,Action,1993
2993,1995-04-26,Friday,3500000.0,27467564.0,27936778.0,New Line,R,Comedy,1995
2994,2016-02-19,The Witch,3500000.0,25138705.0,40454520.0,A24,R,Horror,2016
2995,2002-12-06,Empire,3500000.0,17504595.0,18495444.0,Universal,R,Drama,2002
2996,2018-01-19,Forever My Girl,3500000.0,16376066.0,16376066.0,Roadside Attractions,PG,Drama,2018
2997,1987-05-01,Creepshow 2,3500000.0,14000000.0,14000000.0,New World,R,Horror,1987
2998,1967-01-01,In Cold Blood,3500000.0,13000000.0,13007551.0,,R,Drama,1967
2999,1998-05-27,I Got the Hook-Up!,3500000.0,10317779.0,10317779.0,Miramax,R,Comedy,1998
3000,1998-11-06,Gods and Monsters,3500000.0,6451628.0,6451628.0,Lionsgate,R,Drama,1998
3001,1987-03-13,Evil Dead II,3500000.0,5923044.0,5923044.0,Rosebud Releasing,,Horror,1987
3002,2001-06-29,Pootie Tang,3500000.0,3293258.0,3293258.0,Paramount Pictures,PG-13,Comedy,2001
3003,2016-12-02,Believe,3500000.0,890303.0,890303.0,Smith Global Media,PG,Drama,2016
3004,2000-04-19,La otra conquista,3500000.0,886410.0,886410.0,Hombre de Oro,R,Drama,2000
3005,2016-09-30,American Honey,3500000.0,663247.0,2611750.0,A24,R,Drama,2016
3006,2011-06-10,Trolljegeren,3500000.0,253444.0,5706638.0,Magnet Pictures,PG,Horror,2011
3007,2007-09-14,Ira and Abby,3500000.0,221096.0,221096.0,Magnolia Pictures,R,Comedy,2007
3008,2016-01-08,The Masked Saint,3500000.0,182695.0,182695.0,Freestyle Releasing,PG-13,Action,2016
3009,2006-02-17,Winter Passing,3500000.0,107492.0,113783.0,Focus Features,R,Drama,2006
3010,2005-03-25,D.E.B.S.,3500000.0,96793.0,96793.0,Samuel Goldwyn Films,PG-13,Action,2005
3011,1999-09-17,Taxman,3500000.0,9871.0,9871.0,,,Comedy,1999
3012,2013-05-17,Jagten,3450000.0,687185.0,18309793.0,Magnolia Pictures,R,Drama,2013
3013,2011-10-21,Margin Call,3400000.0,5353586.0,20433227.0,Roadside Attractions,R,Drama,2011
3014,2008-09-26,Choke,3400000.0,2926565.0,4124277.0,Fox Searchlight,R,Comedy,2008
3015,1956-02-16,Carousel,3380000.0,0.0,3220.0,20th Century Fox,,Drama,1956
3016,2014-10-10,Whiplash,3300000.0,13092006.0,37825230.0,Sony Pictures Classics,R,Drama,2014
3017,2007-10-26,Bella,3300000.0,8093373.0,12405473.0,Roadside Attractions,PG-13,Drama,2007
3018,2003-01-17,Cidade de Deus,3300000.0,7563397.0,32059295.0,Miramax,R,Drama,2003
3019,1983-11-18,A Christmas Story,3250000.0,20605209.0,20605209.0,MGM,PG,Comedy,1983
3020,1982-08-20,Class of 1984,3250000.0,6965361.0,6965361.0,United Film Distrib…,,Drama,1982
3021,2004-07-16,Maria Full of Grace,3200000.0,6529624.0,14441158.0,New Line,R,Drama,2004
3022,2011-06-03,Beginners,3200000.0,5790894.0,14314407.0,Focus Features,R,Drama,2011
3023,2016-04-22,The Meddler,3200000.0,4267219.0,5526942.0,Sony Pictures Classics,PG-13,Comedy,2016
3024,2009-07-29,Adam,3200000.0,2283291.0,2834485.0,Fox Searchlight,PG-13,Drama,2009
3025,2006-09-22,Feast,3200000.0,56131.0,690872.0,Weinstein/Dimension,R,Horror,2006
3026,1946-01-01,It’s a Wonderful Life,3180000.0,6600000.0,10768908.0,,PG,Drama,1946
3027,1996-07-19,Trainspotting,3100000.0,16501785.0,71558971.0,Miramax,R,Drama,1996
3028,1978-07-28,National Lampoon's Animal House,3000000.0,141600000.0,141600000.0,Universal,R,Comedy,1978
3029,2010-10-20,Paranormal Activity 2,3000000.0,84752907.0,177512032.0,Paramount Pictures,R,Horror,2010
3030,2015-08-28,War Room,3000000.0,67790117.0,73975239.0,Sony Pictures,PG,Drama,2015
3031,1964-12-22,Goldfinger,3000000.0,51100000.0,124900000.0,MGM,PG,Action,1964
3032,1957-12-18,The Bridge on the River Kwai,3000000.0,33300000.0,33300000.0,Sony Pictures,PG,Drama,1957
3033,1978-01-01,Coming Home,3000000.0,32653000.0,32653000.0,United Artists,,Drama,1978
3034,1998-11-20,Waking Ned Devine,3000000.0,24793251.0,55193251.0,20th Century Fox,PG,Comedy,1998
3035,1997-08-01,Air Bud,3000000.0,24646936.0,27788649.0,Walt Disney,PG,Adventure,1997
3036,1975-06-10,Love and Death,3000000.0,20123742.0,20123742.0,MGM,,Comedy,1975
3037,2001-04-06,Pokemon 3: The Movie,3000000.0,17052128.0,68452128.0,Warner Bros.,G,Adventure,2001
3038,1990-04-27,Spaced Invaders,3000000.0,15000000.0,15000000.0,Walt Disney,PG,Adventure,1990
3039,1985-10-25,Krush Groove,3000000.0,11052713.0,11052713.0,Warner Bros.,R,Drama,1985
3040,2009-05-08,Next Day Air,3000000.0,10027047.0,10172519.0,Summit Entertainment,R,Comedy,2009
3041,1998-11-04,Belly,3000000.0,9639390.0,9639390.0,Artisan,R,Drama,1998
3042,1999-05-12,Trippin’,3000000.0,9017070.0,9017070.0,October Films,R,Comedy,1999
3043,2013-05-24,Before Midnight,3000000.0,8110621.0,23251930.0,Sony Pictures Classics,R,Drama,2013
3044,1987-11-20,Teen Wolf Too,3000000.0,7888000.0,7888000.0,Atlantic,,Comedy,1987
3045,2009-07-31,The Collector,3000000.0,7712114.0,10473836.0,Freestyle Releasing,R,Horror,2009
3046,1988-07-08,Phantasm II,3000000.0,7282851.0,7282851.0,Universal,,Horror,1988
3047,2004-10-01,Woman Thou Art Loosed,3000000.0,6879730.0,6879730.0,Magnolia Pictures,R,Drama,2004
3048,2002-10-18,Real Women Have Curves,3000000.0,5853194.0,7777790.0,Newmarket Films,PG-13,Comedy,2002
3049,2006-04-28,Water,3000000.0,5529144.0,11322573.0,Fox Searchlight,PG-13,Drama,2006
3050,2016-07-22,Don’t Think Twice,3000000.0,4417983.0,4417983.0,Film Arcade,R,Comedy,2016
3051,2016-06-24,Swiss Army Man,3000000.0,4210454.0,5837111.0,A24,R,Drama,2016
3052,2000-04-14,East is East,3000000.0,4170647.0,30438635.0,Miramax,R,Comedy,2000
3053,2000-09-01,Whipped,3000000.0,4142507.0,4142507.0,Destination Films,R,Comedy,2000
3054,1997-02-28,Kama Sutra,3000000.0,4109095.0,4109095.0,Trimark,R,Drama,1997
3055,2013-05-17,Frances Ha,3000000.0,4067398.0,11262769.0,IFC Films,R,Comedy,2013
3056,1993-09-24,Warlock: The Armageddon,3000000.0,3902679.0,3902679.0,Trimark,R,Horror,1993
3057,1978-09-13,Days of Heaven,3000000.0,3446749.0,3660880.0,Paramount Pictures,,Drama,1978
3058,2016-04-22,Compadres,3000000.0,3127773.0,7445044.0,Lionsgate,R,Comedy,2016
3059,1996-08-09,Basquiat,3000000.0,2962051.0,2962051.0,Miramax,R,Drama,1996
3060,2006-02-24,Tsotsi,3000000.0,2912606.0,11537539.0,Miramax,R,Drama,2006
3061,2010-04-09,Letters to God,3000000.0,2848587.0,3237452.0,Vivendi Entertainment,PG,Drama,2010
3062,2014-09-19,Tusk,3000000.0,1821983.0,1857688.0,A24,R,Horror,2014
3063,2003-10-24,Elephant,3000000.0,1266955.0,10051516.0,Fine Line,R,Drama,2003
3064,2012-09-07,Bachelorette,3000000.0,446770.0,12577401.0,Weinstein Co.,R,Comedy,2012
3065,2008-09-05,Everybody Wants to Be Italian,3000000.0,351416.0,351416.0,Roadside Attractions,R,Comedy,2008
3066,2011-09-09,Creature,3000000.0,331000.0,331000.0,The Bubble Factory,R,Horror,2011
3067,1996-08-23,Freeway,3000000.0,295493.0,295493.0,Roxie Releasing,R,Comedy,1996
3068,1993-02-12,Dead Alive,3000000.0,242623.0,242623.0,Trimark,,Horror,1993
3069,2010-10-01,Chain Letter,3000000.0,205842.0,1022453.0,New Films Cinema,R,Horror,2010
3070,2012-03-02,Tim and Eric's Billion Dollar Movie,3000000.0,201436.0,223652.0,Magnet Pictures,R,Comedy,2012
3071,2007-11-09,Holly,3000000.0,163069.0,163069.0,Priority Films,R,Drama,2007
3072,2008-03-21,The Grand,3000000.0,115879.0,115879.0,Anchor Bay Entertai…,R,Comedy,2008
3073,2006-03-17,Sommersturm,3000000.0,95204.0,95204.0,Regent Releasing,R,Drama,2006
3074,2014-08-15,Fort McCoy,3000000.0,78948.0,78948.0,Monterey Media,R,Drama,2014
3075,1999-08-04,The Gambler,3000000.0,51773.0,101773.0,,R,Drama,1999
3076,2015-09-04,Before We Go,3000000.0,37151.0,483938.0,Radius,PG-13,Drama,2015
3077,2011-09-09,Tanner Hall,3000000.0,5073.0,5073.0,Anchor Bay Entertai…,R,Drama,2011
3078,2005-09-30,My Big Fat Independent Movie,3000000.0,4655.0,4655.0,Big Fat Movies,R,Comedy,2005
3079,2014-06-27,They Came Together,3000000.0,0.0,82780.0,Lionsgate,R,Comedy,2014
